sample_id,source_image,target_image,instruction,edit_type,subject_category,subject_description,original_background,target_background,keep_constraints,negative_constraints,source_generator,edit_generator,subject_bbox,subject_mask_path,qc_status,reject_reason,split,source_prompt,edit_prompt,planned_raw_source_path,planned_source_path,planned_target_path,production_status
sbg_000001,selected_sources/sbg_000001.png,edited_targets/sbg_000001.png,保持主体a calm red fox with a white chest and black-tipped ears的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从misty pine forest clearing改为a quiet seaside boardwalk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a calm red fox with a white chest and black-tipped ears,misty pine forest clearing,a quiet seaside boardwalk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000001.png,accepted,,train,"Create a clear square photorealistic dataset source image of one main subject: a calm red fox with a white chest and black-tipped ears. Place it in misty pine forest clearing. The subject must be fully visible, centered, not cropped, not touching image borders, with a clean replaceable background. No people, no text, no watermark, no extra main subject.",Use the provided source image. 保持主体a calm red fox with a white chest and black-tipped ears的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从misty pine forest clearing改为a quiet seaside boardwalk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。 Keep the image resolution and composition stable.,raw_sources/sbg_000001.png,selected_sources/sbg_000001.png,edited_targets/sbg_000001.png,accepted
sbg_000002,selected_sources/sbg_000002.png,edited_targets/sbg_000002.png,保持主体a sitting orange tabby cat with clear stripes and green eyes的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunlit apartment windowsill改为a snowy mountain village。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a sitting orange tabby cat with clear stripes and green eyes,sunlit apartment windowsill,a snowy mountain village,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000002.png,accepted,,train,"Create a clear square photorealistic dataset source image of one main subject: a sitting orange tabby cat with clear stripes and green eyes. Place it in sunlit apartment windowsill. The subject must be fully visible, centered, not cropped, not touching image borders, with a clean replaceable background. No people, no text, no watermark, no extra main subject.",Use the provided source image. 保持主体a sitting orange tabby cat with clear stripes and green eyes的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunlit apartment windowsill改为a snowy mountain village。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。 Keep the image resolution and composition stable.,raw_sources/sbg_000002.png,selected_sources/sbg_000002.png,edited_targets/sbg_000002.png,accepted
sbg_000003,selected_sources/sbg_000003.png,edited_targets/sbg_000003.png,保持主体a golden retriever wearing a plain blue collar的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从suburban backyard lawn改为a clean modern museum hall。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a golden retriever wearing a plain blue collar,suburban backyard lawn,a clean modern museum hall,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000003.png,accepted,,train,"Create a clear square photorealistic dataset source image of one main subject: a golden retriever wearing a plain blue collar. Place it in suburban backyard lawn. The subject must be fully visible, centered, not cropped, not touching image borders, with a clean replaceable background. No people, no text, no watermark, no extra main subject.",Use the provided source image. 保持主体a golden retriever wearing a plain blue collar的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从suburban backyard lawn改为a clean modern museum hall。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。 Keep the image resolution and composition stable.,raw_sources/sbg_000003.png,selected_sources/sbg_000003.png,edited_targets/sbg_000003.png,accepted
sbg_000004,selected_sources/sbg_000004.png,edited_targets/sbg_000004.png,保持主体a round panda bear with black eye patches and soft white fur的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从bamboo grove改为a desert road at golden hour。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a round panda bear with black eye patches and soft white fur,bamboo grove,a desert road at golden hour,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000004.png,accepted,,train,"Create a clear square photorealistic dataset source image of one main subject: a round panda bear with black eye patches and soft white fur. Place it in bamboo grove. The subject must be fully visible, centered, not cropped, not touching image borders, with a clean replaceable background. No people, no text, no watermark, no extra main subject.",Use the provided source image. 保持主体a round panda bear with black eye patches and soft white fur的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从bamboo grove改为a desert road at golden hour。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。 Keep the image resolution and composition stable.,raw_sources/sbg_000004.png,selected_sources/sbg_000004.png,edited_targets/sbg_000004.png,accepted
sbg_000005,selected_sources/sbg_000005.png,edited_targets/sbg_000005.png,保持主体a small penguin standing upright with glossy black feathers的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从icy shoreline改为a peaceful lakeside campsite。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a small penguin standing upright with glossy black feathers,icy shoreline,a peaceful lakeside campsite,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000005.png,accepted,,train,"Create a clear square photorealistic dataset source image of one main subject: a small penguin standing upright with glossy black feathers. Place it in icy shoreline. The subject must be fully visible, centered, not cropped, not touching image borders, with a clean replaceable background. No people, no text, no watermark, no extra main subject.",Use the provided source image. 保持主体a small penguin standing upright with glossy black feathers的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从icy shoreline改为a peaceful lakeside campsite。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。 Keep the image resolution and composition stable.,raw_sources/sbg_000005.png,selected_sources/sbg_000005.png,edited_targets/sbg_000005.png,accepted
sbg_000006,selected_sources/sbg_000006.png,edited_targets/sbg_000006.png,保持主体a white rabbit with upright ears and a small gray nose的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从spring meadow改为a bright greenhouse full of plants。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a white rabbit with upright ears and a small gray nose,spring meadow,a bright greenhouse full of plants,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000006.png,accepted,,train,"Create a clear square photorealistic dataset source image of one main subject: a white rabbit with upright ears and a small gray nose. Place it in spring meadow. The subject must be fully visible, centered, not cropped, not touching image borders, with a clean replaceable background. No people, no text, no watermark, no extra main subject.",Use the provided source image. 保持主体a white rabbit with upright ears and a small gray nose的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从spring meadow改为a bright greenhouse full of plants。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。 Keep the image resolution and composition stable.,raw_sources/sbg_000006.png,selected_sources/sbg_000006.png,edited_targets/sbg_000006.png,accepted
sbg_000007,selected_sources/sbg_000007.png,edited_targets/sbg_000007.png,保持主体a brown owl with large amber eyes perched on a branch的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从old woodland改为a cobblestone old town street。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a brown owl with large amber eyes perched on a branch,old woodland,a cobblestone old town street,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000007.png,accepted,,train,"Create a clear square photorealistic dataset source image of one main subject: a brown owl with large amber eyes perched on a branch. Place it in old woodland. The subject must be fully visible, centered, not cropped, not touching image borders, with a clean replaceable background. No people, no text, no watermark, no extra main subject.",Use the provided source image. 保持主体a brown owl with large amber eyes perched on a branch的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从old woodland改为a cobblestone old town street。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。 Keep the image resolution and composition stable.,raw_sources/sbg_000007.png,selected_sources/sbg_000007.png,edited_targets/sbg_000007.png,accepted
sbg_000008,selected_sources/sbg_000008.png,edited_targets/sbg_000008.png,保持主体a green turtle with a patterned shell on flat stone的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从quiet pond edge改为a simple studio with pastel backdrop。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a green turtle with a patterned shell on flat stone,quiet pond edge,a simple studio with pastel backdrop,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000008.png,accepted,,train,"Create a clear square photorealistic dataset source image of one main subject: a green turtle with a patterned shell on flat stone. Place it in quiet pond edge. The subject must be fully visible, centered, not cropped, not touching image borders, with a clean replaceable background. No people, no text, no watermark, no extra main subject.",Use the provided source image. 保持主体a green turtle with a patterned shell on flat stone的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从quiet pond edge改为a simple studio with pastel backdrop。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。 Keep the image resolution and composition stable.,raw_sources/sbg_000008.png,selected_sources/sbg_000008.png,edited_targets/sbg_000008.png,accepted
sbg_000009,selected_sources/sbg_000009.png,edited_targets/sbg_000009.png,保持主体a gray squirrel holding a small acorn的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从city park bench改为a quiet seaside boardwalk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a gray squirrel holding a small acorn,city park bench,a quiet seaside boardwalk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000009.png,accepted,,train,"Create a clear square photorealistic dataset source image of one main subject: a gray squirrel holding a small acorn. Place it in city park bench. The subject must be fully visible, centered, not cropped, not touching image borders, with a clean replaceable background. No people, no text, no watermark, no extra main subject.",Use the provided source image. 保持主体a gray squirrel holding a small acorn的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从city park bench改为a quiet seaside boardwalk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。 Keep the image resolution and composition stable.,raw_sources/sbg_000009.png,selected_sources/sbg_000009.png,edited_targets/sbg_000009.png,accepted
sbg_000010,selected_sources/sbg_000010.png,edited_targets/sbg_000010.png,保持主体a red panda with a ringed tail standing on a log的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从temperate forest改为a snowy mountain village。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a red panda with a ringed tail standing on a log,temperate forest,a snowy mountain village,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000010.png,accepted,,train,"Create a clear square photorealistic dataset source image of one main subject: a red panda with a ringed tail standing on a log. Place it in temperate forest. The subject must be fully visible, centered, not cropped, not touching image borders, with a clean replaceable background. No people, no text, no watermark, no extra main subject.",Use the provided source image. 保持主体a red panda with a ringed tail standing on a log的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从temperate forest改为a snowy mountain village。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。 Keep the image resolution and composition stable.,raw_sources/sbg_000010.png,selected_sources/sbg_000010.png,edited_targets/sbg_000010.png,accepted
